gene,p_value,slope,ctrl,condition,p_value_adj,age_group,dataset,comparison,cell_type
YBX1,6.699122131304878e-20,-1.295216771305256,DMSO,Ruxolitinib,5.135993634000407e-19,All age groups,op,Ruxolitinib,CD4T
YBX3,0.29222194640386967,0.10473487988504597,DMSO,Ruxolitinib,0.3870793321475342,All age groups,op,Ruxolitinib,CD4T
YY1,4.944716454740782e-14,-1.2721328910156349,DMSO,Ruxolitinib,2.84321196147595e-13,All age groups,op,Ruxolitinib,CD4T
ZBTB1,0.19783410236429422,-0.30614371742690594,DMSO,Ruxolitinib,0.2910001621986421,All age groups,op,Ruxolitinib,CD4T
ZBTB10,0.004594679491176936,-0.2414728422954617,DMSO,Ruxolitinib,0.011460798755756387,All age groups,op,Ruxolitinib,CD4T
ZBTB11,0.29937923959232826,-0.17072118248521428,DMSO,Ruxolitinib,0.39449451883780756,All age groups,op,Ruxolitinib,CD4T
ZBTB20,0.02815492545510496,0.4669248345008983,DMSO,Ruxolitinib,0.0574451301624319,All age groups,op,Ruxolitinib,CD4T
ZBTB21,0.6726676253406427,0.045519365646744525,DMSO,Ruxolitinib,0.743165542406911,All age groups,op,Ruxolitinib,CD4T
ZBTB25,0.750472455115133,0.027549392857956434,DMSO,Ruxolitinib,0.8011372622115133,All age groups,op,Ruxolitinib,CD4T
ZBTB40,0.2860582273515837,-0.09044498007909674,DMSO,Ruxolitinib,0.3809091132628983,All age groups,op,Ruxolitinib,CD4T
ZBTB44,0.6691740815899219,-0.03416793274727207,DMSO,Ruxolitinib,0.7429185223975174,All age groups,op,Ruxolitinib,CD4T
ZBTB7A,0.0029803255194458763,-0.8622730465027091,DMSO,Ruxolitinib,0.00769410567775313,All age groups,op,Ruxolitinib,CD4T
ZBTB7B,3.747330925235935e-34,-1.0010089436717247,DMSO,Ruxolitinib,3.646441246479583e-33,All age groups,op,Ruxolitinib,CD4T
ZEB1,0.6299418945623176,0.11438577175559554,DMSO,Ruxolitinib,0.7310793546984695,All age groups,op,Ruxolitinib,CD4T
ZEB2,0.03117054444905651,-0.7539636061858518,DMSO,Ruxolitinib,0.06258847417151822,All age groups,op,Ruxolitinib,CD4T
ZFP14,0.857079397376679,-0.01688066513418181,DMSO,Ruxolitinib,0.8814678355134138,All age groups,op,Ruxolitinib,CD4T
ZFP91,0.7230189168904879,-0.03086454021935599,DMSO,Ruxolitinib,0.7828023139194297,All age groups,op,Ruxolitinib,CD4T
ZFX,0.2000052296631062,-0.16826905852199125,DMSO,Ruxolitinib,0.2924931971373749,All age groups,op,Ruxolitinib,CD4T
ZGPAT,8.55689188093416e-159,-0.7802145738136129,DMSO,Ruxolitinib,4.329787291752685e-157,All age groups,op,Ruxolitinib,CD4T
ZHX2,0.4433887614301232,0.10056993301864499,DMSO,Ruxolitinib,0.5419195973034838,All age groups,op,Ruxolitinib,CD4T
ZKSCAN1,0.003628139625215373,-0.16198350121890637,DMSO,Ruxolitinib,0.009271912375550397,All age groups,op,Ruxolitinib,CD4T
ZNF10,7.543258476377642e-12,0.4356490960500685,DMSO,Ruxolitinib,3.975925821924049e-11,All age groups,op,Ruxolitinib,CD4T
ZNF101,0.8084709933229177,-0.02254499889716251,DMSO,Ruxolitinib,0.8417414045707744,All age groups,op,Ruxolitinib,CD4T
ZNF142,0.19041795916651494,-0.18621808857182623,DMSO,Ruxolitinib,0.2850635720066762,All age groups,op,Ruxolitinib,CD4T
ZNF148,0.3691934430770283,-0.233800349148891,DMSO,Ruxolitinib,0.46702970549244077,All age groups,op,Ruxolitinib,CD4T
ZNF207,0.00040660326317322985,-0.5660802256214718,DMSO,Ruxolitinib,0.0012580851324430712,All age groups,op,Ruxolitinib,CD4T
ZNF217,0.08800821584358,-0.3942170484870549,DMSO,Ruxolitinib,0.14905596016275197,All age groups,op,Ruxolitinib,CD4T
ZNF24,3.1950748362215645e-21,-0.3940763052780862,DMSO,Ruxolitinib,2.5261060423876746e-20,All age groups,op,Ruxolitinib,CD4T
ZNF276,0.23017877801573916,-0.24477090123800826,DMSO,Ruxolitinib,0.3302354335591534,All age groups,op,Ruxolitinib,CD4T
ZNF280D,0.051825779082203316,-0.09946495174346959,DMSO,Ruxolitinib,0.09570746064085722,All age groups,op,Ruxolitinib,CD4T
ZNF292,0.9125402380571852,-0.007696785465832079,DMSO,Ruxolitinib,0.9234907209138715,All age groups,op,Ruxolitinib,CD4T
ZNF326,0.8232189451567637,-0.018598614413262455,DMSO,Ruxolitinib,0.8535835783797592,All age groups,op,Ruxolitinib,CD4T
ZNF331,0.3856112909250805,0.19408406722126395,DMSO,Ruxolitinib,0.47823361080414395,All age groups,op,Ruxolitinib,CD4T
ZNF335,0.3808842409586285,-0.14004480549941908,DMSO,Ruxolitinib,0.4756455532162003,All age groups,op,Ruxolitinib,CD4T
ZNF33A,0.6413106463338774,0.04275239441225646,DMSO,Ruxolitinib,0.734546025091367,All age groups,op,Ruxolitinib,CD4T
ZNF350,6.284002936794358e-05,-0.0835350482717742,DMSO,Ruxolitinib,0.0002064743822089575,All age groups,op,Ruxolitinib,CD4T
ZNF394,0.0003997484232523604,-0.5259391217153392,DMSO,Ruxolitinib,0.0012580851324430712,All age groups,op,Ruxolitinib,CD4T
ZNF407,0.7636556231772531,-0.05400551911645835,DMSO,Ruxolitinib,0.8083885885516529,All age groups,op,Ruxolitinib,CD4T
ZNF451,0.6381782929274555,-0.0890055601819159,DMSO,Ruxolitinib,0.734546025091367,All age groups,op,Ruxolitinib,CD4T
ZNF460,0.7539962430141202,-0.029510338683001198,DMSO,Ruxolitinib,0.8015170146326571,All age groups,op,Ruxolitinib,CD4T
ZNF507,0.36461076944129434,-0.026834705400854492,DMSO,Ruxolitinib,0.463550375219334,All age groups,op,Ruxolitinib,CD4T
ZNF511,9.298298906355474e-72,-0.9021718865313924,DMSO,Ruxolitinib,1.9603913527566125e-70,All age groups,op,Ruxolitinib,CD4T
ZNF592,0.3232322083908503,-0.14757586049588647,DMSO,Ruxolitinib,0.42153478723136667,All age groups,op,Ruxolitinib,CD4T
ZNF609,1.1554311947862794e-07,0.47967793138027864,DMSO,Ruxolitinib,4.4972937273989026e-07,All age groups,op,Ruxolitinib,CD4T
ZNF639,0.6489335972768717,-0.03432767787858696,DMSO,Ruxolitinib,0.7362340812154643,All age groups,op,Ruxolitinib,CD4T
ZNF644,0.9306743024081665,-0.02070687033868523,DMSO,Ruxolitinib,0.9343674544018497,All age groups,op,Ruxolitinib,CD4T
ZNF652,0.4269607833324566,-0.12498165471040089,DMSO,Ruxolitinib,0.5269320886981049,All age groups,op,Ruxolitinib,CD4T
ZNF655,4.367583272015826e-06,-0.26246980931264297,DMSO,Ruxolitinib,1.55633601101409e-05,All age groups,op,Ruxolitinib,CD4T
ZNF708,0.23364483243908485,0.07672385365840302,DMSO,Ruxolitinib,0.3302354335591534,All age groups,op,Ruxolitinib,CD4T
ZNF766,0.04144227738830322,-0.06965707425420486,DMSO,Ruxolitinib,0.07883380585895275,All age groups,op,Ruxolitinib,CD4T
ZNF770,0.7025788159325603,-0.01851947951457718,DMSO,Ruxolitinib,0.7694910841166137,All age groups,op,Ruxolitinib,CD4T
ZNF800,0.08486391513194294,-0.2979120741103477,DMSO,Ruxolitinib,0.14689304566176195,All age groups,op,Ruxolitinib,CD4T
ZNF83,0.2491999101202661,-0.03580026255505805,DMSO,Ruxolitinib,0.3430153688002497,All age groups,op,Ruxolitinib,CD4T
ZNF830,0.08767220272695507,-0.038957238027648756,DMSO,Ruxolitinib,0.14905596016275197,All age groups,op,Ruxolitinib,CD4T
AHR,0.769938947414149,0.029484552724564256,DMSO,Ruxolitinib,0.8204267472445851,All age groups,op,Ruxolitinib,CD8T
AKNA,0.7194536782473717,-0.0786674756392008,DMSO,Ruxolitinib,0.7927831505434657,All age groups,op,Ruxolitinib,CD8T
ARHGAP35,1.6452288402031223e-18,0.5700363968442611,DMSO,Ruxolitinib,1.425864994842706e-17,All age groups,op,Ruxolitinib,CD8T
ARID2,1.3523528767086452e-15,0.3729242395853684,DMSO,Ruxolitinib,1.0987867123257741e-14,All age groups,op,Ruxolitinib,CD8T
ARID5A,0.19032561452479357,-0.0459217195866283,DMSO,Ruxolitinib,0.28938397530085574,All age groups,op,Ruxolitinib,CD8T
ASCL2,0.15814308571385904,-0.5372279573987025,DMSO,Ruxolitinib,0.24769398967230938,All age groups,op,Ruxolitinib,CD8T
ASH1L,0.3893043129226783,-0.12716637625047275,DMSO,Ruxolitinib,0.5035777182084396,All age groups,op,Ruxolitinib,CD8T
ATF2,2.2905515578702095e-36,0.28103311184192376,DMSO,Ruxolitinib,2.4814308543593936e-35,All age groups,op,Ruxolitinib,CD8T
ATF3,0.12249614557254686,-0.14201520714209823,DMSO,Ruxolitinib,0.20681167434326092,All age groups,op,Ruxolitinib,CD8T
ATF4,1.3042699550088294e-06,-0.9780364774928169,DMSO,Ruxolitinib,5.846727384522339e-06,All age groups,op,Ruxolitinib,CD8T
ATF6,0.4238183641293126,-0.10745258854201427,DMSO,Ruxolitinib,0.5323322448001029,All age groups,op,Ruxolitinib,CD8T
BACH1,2.2485940916456787e-10,0.18865479641246455,DMSO,Ruxolitinib,1.2179884663080759e-09,All age groups,op,Ruxolitinib,CD8T
BACH2,0.012197355780820714,1.071869150246666,DMSO,Ruxolitinib,0.03338223687382511,All age groups,op,Ruxolitinib,CD8T
BATF,2.7440656526331324e-05,-1.1552661794527765,DMSO,Ruxolitinib,0.00011324715391819276,All age groups,op,Ruxolitinib,CD8T
BCL11B,0.048811306858114634,0.39992686171573943,DMSO,Ruxolitinib,0.10575783152591503,All age groups,op,Ruxolitinib,CD8T
BHLHE40,0.08146978621709516,-1.016058465519799,DMSO,Ruxolitinib,0.1534938001191648,All age groups,op,Ruxolitinib,CD8T
BNC2,0.016818955153335834,0.3733726319357302,DMSO,Ruxolitinib,0.0441709933319931,All age groups,op,Ruxolitinib,CD8T
CC2D1A,5.759667018414612e-14,0.49040425382215425,DMSO,Ruxolitinib,4.2786097851079975e-13,All age groups,op,Ruxolitinib,CD8T
CDC5L,5.753026445678932e-60,0.1688782946210594,DMSO,Ruxolitinib,1.0684191970546587e-58,All age groups,op,Ruxolitinib,CD8T
CEBPA,0.9505123786409483,-0.009574038864366585,DMSO,Ruxolitinib,0.9605213282758419,All age groups,op,Ruxolitinib,CD8T
CEBPB,0.3127645253537311,-0.27610877398430256,DMSO,Ruxolitinib,0.43025807720619097,All age groups,op,Ruxolitinib,CD8T
CEBPD,0.08481930582096449,-1.1641443734743138,DMSO,Ruxolitinib,0.1564043937124168,All age groups,op,Ruxolitinib,CD8T
CEBPG,5.544704304784696e-46,0.3922823364576307,DMSO,Ruxolitinib,7.58749010128432e-45,All age groups,op,Ruxolitinib,CD8T
CEBPZ,4.821163539153408e-07,-0.09522160150978094,DMSO,Ruxolitinib,2.2790954912361564e-06,All age groups,op,Ruxolitinib,CD8T
CREB1,0.13974361675929556,0.14992428954435333,DMSO,Ruxolitinib,0.22995785036339778,All age groups,op,Ruxolitinib,CD8T
CREB3,0.8898346976604468,0.005066502120525247,DMSO,Ruxolitinib,0.9217411210825345,All age groups,op,Ruxolitinib,CD8T
CREB3L2,0.5432838898554622,0.12247354534944915,DMSO,Ruxolitinib,0.6362784295604512,All age groups,op,Ruxolitinib,CD8T
CREM,4.802311197113894e-05,-0.7519192751525616,DMSO,Ruxolitinib,0.00019209244788455577,All age groups,op,Ruxolitinib,CD8T
CUX1,4.300921284098795e-09,0.1383013305893425,DMSO,Ruxolitinib,2.236479067731373e-08,All age groups,op,Ruxolitinib,CD8T
DDIT3,0.0014258378169955367,-0.6018812409747009,DMSO,Ruxolitinib,0.004650923758027659,All age groups,op,Ruxolitinib,CD8T
DEAF1,0.2517693925768526,0.15630779226365185,DMSO,Ruxolitinib,0.3638469911742854,All age groups,op,Ruxolitinib,CD8T
DNMT1,3.0214643260450805e-12,-0.7156012492439174,DMSO,Ruxolitinib,1.8269319180737697e-11,All age groups,op,Ruxolitinib,CD8T
DR1,4.095726633329703e-08,0.2531210625722089,DMSO,Ruxolitinib,1.9720165271587458e-07,All age groups,op,Ruxolitinib,CD8T
DRAP1,1.5474584949001463e-12,-1.246206979358142,DMSO,Ruxolitinib,9.579504968429477e-12,All age groups,op,Ruxolitinib,CD8T
E2F3,0.2508067741273028,0.0969464719826109,DMSO,Ruxolitinib,0.3638469911742854,All age groups,op,Ruxolitinib,CD8T
E2F4,0.05845805309932233,-0.19039567350230788,DMSO,Ruxolitinib,0.11954639175381918,All age groups,op,Ruxolitinib,CD8T
EEA1,0.21152245354146382,-0.2261521771788109,DMSO,Ruxolitinib,0.3160680340274747,All age groups,op,Ruxolitinib,CD8T
EGR1,0.006586024437295804,-0.3004657409555718,DMSO,Ruxolitinib,0.019458708564737602,All age groups,op,Ruxolitinib,CD8T
ELF1,8.619141831950457e-05,-0.1984657950676111,DMSO,Ruxolitinib,0.0003344741606428536,All age groups,op,Ruxolitinib,CD8T
ELF2,0.0,0.4986792577725622,DMSO,Ruxolitinib,0.0,All age groups,op,Ruxolitinib,CD8T
ELF4,0.7078523751955086,-0.0689346485197282,DMSO,Ruxolitinib,0.7865026391061206,All age groups,op,Ruxolitinib,CD8T
ELK3,0.042330636030358554,-0.6166220178680978,DMSO,Ruxolitinib,0.09487901179218296,All age groups,op,Ruxolitinib,CD8T
ELK4,0.0013890677053164208,0.233775028301638,DMSO,Ruxolitinib,0.00463022568438807,All age groups,op,Ruxolitinib,CD8T
EOMES,0.0005571647504548505,-0.9979807132729759,DMSO,Ruxolitinib,0.0019576058799765017,All age groups,op,Ruxolitinib,CD8T
ESR2,0.0009561116098593801,0.16931162172414893,DMSO,Ruxolitinib,0.003270908138992616,All age groups,op,Ruxolitinib,CD8T
ETS1,0.4108564545368425,0.10834125402216739,DMSO,Ruxolitinib,0.5210862350223369,All age groups,op,Ruxolitinib,CD8T
ETV3,0.15766850950519462,-0.13165069676170393,DMSO,Ruxolitinib,0.24769398967230938,All age groups,op,Ruxolitinib,CD8T
FLI1,0.08445892515869896,-0.12846140641602485,DMSO,Ruxolitinib,0.1564043937124168,All age groups,op,Ruxolitinib,CD8T
FOS,0.9110947204607968,0.02203239570003923,DMSO,Ruxolitinib,0.9363028747818465,All age groups,op,Ruxolitinib,CD8T
FOSB,0.022298780893834858,-0.26400298032632286,DMSO,Ruxolitinib,0.055216028879972026,All age groups,op,Ruxolitinib,CD8T
FOSL2,0.11690166002495357,-0.5951749977902433,DMSO,Ruxolitinib,0.1999633658321574,All age groups,op,Ruxolitinib,CD8T
FOXJ3,0.4434106370819888,0.07370930256450518,DMSO,Ruxolitinib,0.5516113188579764,All age groups,op,Ruxolitinib,CD8T
FOXK1,0.00256553468754234,0.32045894836139843,DMSO,Ruxolitinib,0.008036614683867571,All age groups,op,Ruxolitinib,CD8T
FOXO1,0.05188980714767517,0.4747726164835127,DMSO,Ruxolitinib,0.10803633698792468,All age groups,op,Ruxolitinib,CD8T
FOXO3,1.2052728782710587e-10,0.29353403276731466,DMSO,Ruxolitinib,6.812411920662505e-10,All age groups,op,Ruxolitinib,CD8T
FOXP1,0.01125073695749919,0.8839327077681668,DMSO,Ruxolitinib,0.031453673214513866,All age groups,op,Ruxolitinib,CD8T
GATA3,0.22116576404417276,-0.29759133067327453,DMSO,Ruxolitinib,0.3248762635677114,All age groups,op,Ruxolitinib,CD8T
GATAD2A,3.6036040252247436e-48,0.49652229583050617,DMSO,Ruxolitinib,5.205205814213519e-47,All age groups,op,Ruxolitinib,CD8T
GATAD2B,0.44861742232241253,0.025926220102273412,DMSO,Ruxolitinib,0.5554310943039393,All age groups,op,Ruxolitinib,CD8T
GFI1,0.030104333172592312,-0.47247247302271483,DMSO,Ruxolitinib,0.0714884850960425,All age groups,op,Ruxolitinib,CD8T
GLIS3,0.01832360977572005,0.39153735363157355,DMSO,Ruxolitinib,0.04716968853155656,All age groups,op,Ruxolitinib,CD8T
GTF3A,1.888537851963589e-13,-1.1105737439365757,DMSO,Ruxolitinib,1.2921574776592978e-12,All age groups,op,Ruxolitinib,CD8T
HBP1,0.39918088066523005,-0.06302458360176111,DMSO,Ruxolitinib,0.5137971731334644,All age groups,op,Ruxolitinib,CD8T
HES6,0.35055177858435993,-0.02842106597577576,DMSO,Ruxolitinib,0.4722459193364434,All age groups,op,Ruxolitinib,CD8T
HIF1A,0.37435722643729197,-0.03707432013963278,DMSO,Ruxolitinib,0.49375555644943836,All age groups,op,Ruxolitinib,CD8T
HIVEP1,0.14706739382390924,0.20807720665176221,DMSO,Ruxolitinib,0.23603408885318766,All age groups,op,Ruxolitinib,CD8T
HMG20B,0.26210448450915536,-0.109841059063361,DMSO,Ruxolitinib,0.37443497787022195,All age groups,op,Ruxolitinib,CD8T
HMGA1,6.396353537533274e-14,-0.16031582936745567,DMSO,Ruxolitinib,4.619588665996253e-13,All age groups,op,Ruxolitinib,CD8T
HOXA10,0.005878093646905446,-0.21250571449549793,DMSO,Ruxolitinib,0.017770980792969952,All age groups,op,Ruxolitinib,CD8T
HSF2,0.8768422299408739,0.015554128025755176,DMSO,Ruxolitinib,0.9119159191385089,All age groups,op,Ruxolitinib,CD8T
IKZF1,0.9980422437496371,-0.00032024432315254825,DMSO,Ruxolitinib,0.9980422437496371,All age groups,op,Ruxolitinib,CD8T
IKZF2,0.4135369255727924,-0.382041108959499,DMSO,Ruxolitinib,0.5219398089753691,All age groups,op,Ruxolitinib,CD8T
IKZF3,0.1314675018153784,-0.4845695111830868,DMSO,Ruxolitinib,0.21911250302563065,All age groups,op,Ruxolitinib,CD8T
IKZF5,6.187528687445435e-06,0.362484911554545,DMSO,Ruxolitinib,2.7267075571793444e-05,All age groups,op,Ruxolitinib,CD8T
IRF1,0.011012606208660718,-1.2542720049688487,DMSO,Ruxolitinib,0.031122582763606375,All age groups,op,Ruxolitinib,CD8T
IRF2,5.965704353143498e-11,-0.6485239064992848,DMSO,Ruxolitinib,3.446851404038465e-10,All age groups,op,Ruxolitinib,CD8T
IRF3,1.107057593255437e-15,-0.783249746152516,DMSO,Ruxolitinib,9.284999169239149e-15,All age groups,op,Ruxolitinib,CD8T
IRF4,4.145312572788265e-123,0.598885938187621,DMSO,Ruxolitinib,1.539687527035641e-121,All age groups,op,Ruxolitinib,CD8T
IRF7,2.1841021212147126e-31,-2.5807440207780155,DMSO,Ruxolitinib,2.028094826842233e-30,All age groups,op,Ruxolitinib,CD8T
IRF9,2.405018463823262e-66,-1.2148506345576011,DMSO,Ruxolitinib,5.210873338283734e-65,All age groups,op,Ruxolitinib,CD8T
JUN,9.064970454702949e-05,-0.6281733870915751,DMSO,Ruxolitinib,0.000346601811503348,All age groups,op,Ruxolitinib,CD8T
JUNB,0.017692459371840826,0.8569083582028902,DMSO,Ruxolitinib,0.04600039436678614,All age groups,op,Ruxolitinib,CD8T
JUND,1.4425265068306614e-231,-0.4617460232274908,DMSO,Ruxolitinib,9.376422294399298e-230,All age groups,op,Ruxolitinib,CD8T
KAT7,5.016649844494217e-15,0.687280806330488,DMSO,Ruxolitinib,3.9525119986924136e-14,All age groups,op,Ruxolitinib,CD8T
KDM2A,0.3825395305566698,0.12568051381637654,DMSO,Ruxolitinib,0.4973013897236707,All age groups,op,Ruxolitinib,CD8T
KLF10,0.4273058100672501,-0.1856565095433155,DMSO,Ruxolitinib,0.5341322625840625,All age groups,op,Ruxolitinib,CD8T
KLF11,0.0008916749473874718,0.09051256653276922,DMSO,Ruxolitinib,0.0030911398176099027,All age groups,op,Ruxolitinib,CD8T
KLF12,0.1414899488934894,0.29187663299815386,DMSO,Ruxolitinib,0.23087268460262123,All age groups,op,Ruxolitinib,CD8T
KLF13,0.7239940657446617,-0.05999127581624227,DMSO,Ruxolitinib,0.7927831505434657,All age groups,op,Ruxolitinib,CD8T
KLF2,1.8893619625493568e-40,-0.1718699716509945,DMSO,Ruxolitinib,2.4561705513141636e-39,All age groups,op,Ruxolitinib,CD8T
KLF3,0.29964998629901385,-0.3577055732019323,DMSO,Ruxolitinib,0.41440955551991276,All age groups,op,Ruxolitinib,CD8T
KLF6,0.051940546628809946,-1.171582157913459,DMSO,Ruxolitinib,0.10803633698792468,All age groups,op,Ruxolitinib,CD8T
KLF7,0.05469486120941339,0.5566881205766506,DMSO,Ruxolitinib,0.11286241201942444,All age groups,op,Ruxolitinib,CD8T
KLF9,0.2913338850035123,0.18933169722155677,DMSO,Ruxolitinib,0.40944221676169296,All age groups,op,Ruxolitinib,CD8T
KMT2A,0.5394198179295658,-0.13183418516614867,DMSO,Ruxolitinib,0.6346115505053715,All age groups,op,Ruxolitinib,CD8T
LCOR,0.0,0.6500125254650039,DMSO,Ruxolitinib,0.0,All age groups,op,Ruxolitinib,CD8T
LCORL,2.350564742070451e-38,0.4697637741266452,DMSO,Ruxolitinib,2.657160143210075e-37,All age groups,op,Ruxolitinib,CD8T
LEF1,0.04983598091929458,0.988720956523851,DMSO,Ruxolitinib,0.10708557883484786,All age groups,op,Ruxolitinib,CD8T
MAF,0.004976391919008223,-0.6835088129809801,DMSO,Ruxolitinib,0.015221904693436917,All age groups,op,Ruxolitinib,CD8T
MAFF,0.027812543417831168,-0.47302307842827496,DMSO,Ruxolitinib,0.06758188120220658,All age groups,op,Ruxolitinib,CD8T
MAX,0.04489377214895763,-0.23714058724252732,DMSO,Ruxolitinib,0.09891848100617782,All age groups,op,Ruxolitinib,CD8T
MAZ,3.511281241779949e-14,-0.3942239150510489,DMSO,Ruxolitinib,2.6850974201846666e-13,All age groups,op,Ruxolitinib,CD8T
MEF2A,0.015722447139206137,0.1604904829450673,DMSO,Ruxolitinib,0.04214264181642882,All age groups,op,Ruxolitinib,CD8T
MEF2D,0.0003990320274176075,0.45880157342561984,DMSO,Ruxolitinib,0.0014409489878969158,All age groups,op,Ruxolitinib,CD8T
MSC,0.002159750578217996,-0.3121786946758625,DMSO,Ruxolitinib,0.006932532720205912,All age groups,op,Ruxolitinib,CD8T
MTF2,0.3779129066670701,-0.06463256515364353,DMSO,Ruxolitinib,0.49375555644943836,All age groups,op,Ruxolitinib,CD8T
MXD1,1.021375031867016e-54,0.7159251724040132,DMSO,Ruxolitinib,1.659734426783901e-53,All age groups,op,Ruxolitinib,CD8T
MXD4,0.0005567171915288999,-0.5862654331030267,DMSO,Ruxolitinib,0.0019576058799765017,All age groups,op,Ruxolitinib,CD8T
MXI1,0.8142176088683746,-0.04751206986772634,DMSO,Ruxolitinib,0.8605551963649488,All age groups,op,Ruxolitinib,CD8T
MYB,4.0039339079641495e-05,0.15943861704367598,DMSO,Ruxolitinib,0.00016265981501104357,All age groups,op,Ruxolitinib,CD8T
MYBL1,0.0011277981535756417,-0.6489411648526047,DMSO,Ruxolitinib,0.003808149609476193,All age groups,op,Ruxolitinib,CD8T
MYC,0.2974698048347286,0.4344990780147728,DMSO,Ruxolitinib,0.4135943810536334,All age groups,op,Ruxolitinib,CD8T
MZF1,0.15537162519498995,0.16625474382653613,DMSO,Ruxolitinib,0.24632086921156945,All age groups,op,Ruxolitinib,CD8T
NCOA1,0.1812982495272324,0.21483749660219745,DMSO,Ruxolitinib,0.2803721272217328,All age groups,op,Ruxolitinib,CD8T
NCOA2,0.009858857924491366,0.19905691013834095,DMSO,Ruxolitinib,0.02816816549854676,All age groups,op,Ruxolitinib,CD8T
NCOA3,0.5881216885831387,0.09339575736231949,DMSO,Ruxolitinib,0.6736195552053571,All age groups,op,Ruxolitinib,CD8T
NFAT5,0.10109318299584588,0.30736711768964103,DMSO,Ruxolitinib,0.18002895601999952,All age groups,op,Ruxolitinib,CD8T
NFATC1,2.98456630237339e-13,0.38803857959429705,DMSO,Ruxolitinib,1.9897108682489268e-12,All age groups,op,Ruxolitinib,CD8T
NFATC2,0.050252524725009816,-1.1206049307727575,DMSO,Ruxolitinib,0.10709554449592255,All age groups,op,Ruxolitinib,CD8T
NFATC3,0.7890280970311202,-0.08191104414793782,DMSO,Ruxolitinib,0.8373359397064949,All age groups,op,Ruxolitinib,CD8T
NFE2L2,0.6785918830473101,-0.03479325474038175,DMSO,Ruxolitinib,0.7604909034150888,All age groups,op,Ruxolitinib,CD8T
NFIC,0.08924214851052482,-0.2117975162024136,DMSO,Ruxolitinib,0.16225845183731785,All age groups,op,Ruxolitinib,CD8T
NFIL3,0.03290523900311976,0.146803636283912,DMSO,Ruxolitinib,0.07707533460190213,All age groups,op,Ruxolitinib,CD8T
NFKB1,0.18950327942131062,0.24369803475919763,DMSO,Ruxolitinib,0.28938397530085574,All age groups,op,Ruxolitinib,CD8T
NFKB2,0.25652373959914343,-0.22858802092898708,DMSO,Ruxolitinib,0.36848713975567565,All age groups,op,Ruxolitinib,CD8T
NPAS2,0.1420754982169977,0.13213517300204916,DMSO,Ruxolitinib,0.23087268460262123,All age groups,op,Ruxolitinib,CD8T
NR1D1,0.17208930527546085,-0.4304817759962181,DMSO,Ruxolitinib,0.26792346929113664,All age groups,op,Ruxolitinib,CD8T
NR1D2,0.6012314765390233,0.08730417715064812,DMSO,Ruxolitinib,0.6856148416673072,All age groups,op,Ruxolitinib,CD8T
NR1H2,0.9681563398093904,0.00719528124236657,DMSO,Ruxolitinib,0.9718943951754498,All age groups,op,Ruxolitinib,CD8T
NR3C1,0.6125810431313546,0.10818362069305228,DMSO,Ruxolitinib,0.6955068611971712,All age groups,op,Ruxolitinib,CD8T
NR3C2,1.1293157357827868e-145,0.3559817584613954,DMSO,Ruxolitinib,4.8937015217254095e-144,All age groups,op,Ruxolitinib,CD8T
NR4A1,0.47885269223521676,-0.11741114767147327,DMSO,Ruxolitinib,0.5855078618773412,All age groups,op,Ruxolitinib,CD8T
NR4A2,0.038262180345082615,-0.3093164388505774,DMSO,Ruxolitinib,0.08788975160559241,All age groups,op,Ruxolitinib,CD8T
PATZ1,0.059698617071652284,0.15162891148669436,DMSO,Ruxolitinib,0.11954639175381918,All age groups,op,Ruxolitinib,CD8T
PBX2,6.755078113359143e-12,0.34558870580231177,DMSO,Ruxolitinib,3.991637066984948e-11,All age groups,op,Ruxolitinib,CD8T
PHF20,0.012609368345452492,-0.46952019644963033,DMSO,Ruxolitinib,0.034150372602267165,All age groups,op,Ruxolitinib,CD8T
PHF21A,0.07644937065250615,0.34089505610962334,DMSO,Ruxolitinib,0.1461532086003794,All age groups,op,Ruxolitinib,CD8T
PLAG1,0.021941516350623122,0.6410026419473284,DMSO,Ruxolitinib,0.054853790876557805,All age groups,op,Ruxolitinib,CD8T
POU2F2,0.1325250320828224,-0.17954751010825434,DMSO,Ruxolitinib,0.21946820599703074,All age groups,op,Ruxolitinib,CD8T
PPARD,1.4872709058952989e-08,0.32028524674557574,DMSO,Ruxolitinib,7.436354529476494e-08,All age groups,op,Ruxolitinib,CD8T
PRDM1,0.0749772223912483,-1.1828373512055197,DMSO,Ruxolitinib,0.14440057645721893,All age groups,op,Ruxolitinib,CD8T
PRDM2,0.011629696087797006,0.05048070207606795,DMSO,Ruxolitinib,0.03216724449816193,All age groups,op,Ruxolitinib,CD8T
RARA,0.7381297009996284,-0.047113654138033034,DMSO,Ruxolitinib,0.8029862856062904,All age groups,op,Ruxolitinib,CD8T
RARG,0.34005619155785294,-0.3650533997457541,DMSO,Ruxolitinib,0.46290371625676313,All age groups,op,Ruxolitinib,CD8T
RBPJ,4.966948147685653e-07,-0.21093630611079975,DMSO,Ruxolitinib,2.3060830685683386e-06,All age groups,op,Ruxolitinib,CD8T
REL,0.08331243419276183,-0.587989909363278,DMSO,Ruxolitinib,0.15583620784257607,All age groups,op,Ruxolitinib,CD8T
RELA,3.633446564396935e-154,0.4527445275432265,DMSO,Ruxolitinib,1.889392213486406e-152,All age groups,op,Ruxolitinib,CD8T
